"","drift","bound","ter","sub","alpha","beta","resid_ddm","resid_ab"
"1",0.119087116999333,0.0520372204527684,0.14279523590229,1015841,4.00449701060381,0.112979307473401,0.00445788786886747,0.0057227398640541
"2",0.0982150016989052,0.0571031322380228,0.193289034155501,1030622,36.3130400407529,-7.28604883208842,0.00253716539475834,0.00100947513362872
"3",0.122428692104605,0.0497252982884338,0.151528066920435,1103437,14.1875849347298,-0.763639549277813,0.0025284301035503,0.00365153476331361
"4",0.0805085391267223,0.0786004219134619,0.133144527404206,1144714,6.90941792552636,-0.425032285708918,0.0117869261947403,0.0165841415119438
"5",0.0965194193309052,0.0514308918966827,0.319383622209387,1149809,13.1411636484359,-0.734197176610254,0.0033814091344022,0.00440827090480525
"6",0.0786686475573618,0.069432274088739,0.162137743319843,1171324,12.6757525682547,-0.887004270438374,0.00440488999793961,0.00367196263821799
"7",0.100215832799121,0.0555983111073194,0.314696132813871,1202074,4.34204378729933,-1.27058853420934,0.00406030479124367,0.00754988157955011
"8",0.0322608875902009,0.165198800109512,1.01039503570194,1211330,49.9613091815263,-9.73438706155866,0.0025644578819182,0.00644844769183393
"9",0.0537217355070727,0.0672291030426594,0.205662540848839,1218685,4.2026097946431,-0.774276030871638,0.00874304617568279,0.00993748994761446
"10",0.0938049377941853,0.057426936383173,0.218922593292733,1234928,9.70312022779242,-0.555574666278659,0.00370342548076923,0.00641630454882657
"11",0.09594082048549,0.0582936988885606,0.213420445737542,1236729,16.5089512250689,-0.935100171353652,0.00315629220942744,0.00284849247956777
"12",0.118223568445532,0.0577408145670091,0.15338270958247,1247914,30.5787671373114,-3.36051429652366,0.00833531741489435,0.0231541173507933
"13",0.0561995653976814,0.081497481035016,0.248158108149381,1249722,15.033650774555,-0.653887033539742,0.000977551020408163,0.000776303854875284
"14",0.0752146335196706,0.0667003768101449,0.22804155700128,1278536,10.4312279699235,0.59201759852712,0.00145085964149172,0.0021534534465886
"15",0.100780239427618,0.057196479511317,0.246426246935104,1302848,4.45786043206073,-0.160859490310598,0.00597479453309219,0.00564822233927216
"16",0.10697870088888,0.0444519607474682,0.0723665120334155,1337856,19.2703733395413,1.31230323701203,0.00897407174029733,0.00241569231487316
"17",0.102907948168802,0.0539632367139663,0.109549851629127,1338230,13.9904325491639,-1.24493390023606,0.00356169338841047,0.00340649723447455
"18",0.0635313232749357,0.0812149542454794,0.230338141951464,1358273,15.3131991943741,-1.95512699035754,0.00440443213296399,0.00491140312721778
"19",0.09225850936648,0.061245530530001,0.549538070706093,1358859,11.3631129661955,-0.844723421205298,0.00762837389253909,0.0107314383416231
"20",0.0447730358261313,0.115798720919574,0.10970108882663,1375808,16.2129255977371,-1.96186855325448,0.00194603174603175,0.00368820861678005
"21",0.103026870425862,0.0637158213085162,0.324116336638559,1401829,19.377324767605,-1.50010627065817,0.0075121359223301,0.00182592610048072
